HGNC ID	Approved Symbol	Previous Symbols	Synonyms	Chromosome	Gene Family Name	UniProt ID(supplied by UniProt)
HGNC:38682	ACTR3BP5			10p11.1		
HGNC:38683	ACTR3BP6			22q11.1		
HGNC:37282	ACTR3C		ARP11	7q36.1		Q9C0K3
HGNC:31820	ACTR3P1			14q11.2		
HGNC:38676	ACTR3P2			Xq13.1		
HGNC:38679	ACTR3P3			3q12.2		
HGNC:14671	ACTR5		FLJ12785, Arp5, INO80M	20q11.23	INO80 complex 	Q9H9F9
HGNC:24025	ACTR6		ARP6, FLJ13433	12q23.1	SRCAP complex	Q9GZN1
HGNC:44210	ACTR6P1			4q25		
HGNC:14672	ACTR8		INO80N	3p21.1	INO80 complex 	Q9H981
HGNC:17372	ACTR10		HARP11, ACTR11, Arp11, Arp10	14q23.1		Q9NZ32
HGNC:24027	ACTRT1		AIP1, KIAA0705, ARIP1, Arp-T1	Xq25		Q8TDG2
HGNC:24026	ACTRT2		Arp-T2, ARPM2, FLJ25424	1p36.32		Q8TDY3
HGNC:24022	ACTRT3		ARPM1	3q26.2		Q9BYD9
HGNC:171	ACVR1	ACVRLK2	SKR1, ALK2, ACVR1A	2q24.1	Type 1 receptor serine/threonine kinases	Q04771
HGNC:172	ACVR1B	ACVRLK4	ALK4, SKR2, ActRIB	12q13.13	Type 1 receptor serine/threonine kinases	P36896
HGNC:18123	ACVR1C		ALK7, ACVRLK7	2q24.1	Type 1 receptor serine/threonine kinases	Q8NER5
HGNC:173	ACVR2A	ACVR2	ACTRII	2q22.3-q23.1	Type 2 receptor serine/threonine kinases	P27037
HGNC:174	ACVR2B		ActR-IIB	3p22.2	Type 2 receptor serine/threonine kinases	Q13705
HGNC:44161	ACVR2B-AS1			3p22.2		
HGNC:175	ACVRL1	ACVRLK1, ORW2	HHT2, ALK1, HHT	12q13.13	Type 1 receptor serine/threonine kinases	P37023
HGNC:177	ACY1			3p21.2		Q03154
HGNC:24104	ACY3		HCBP1, MGC9740, ACY-3	11q13.2		Q96HD9
HGNC:179	ACYP1			14q24.3		P07311
HGNC:180	ACYP2			2p16.2		P14621
HGNC:185	AD5			12p11.23-q13.12		
HGNC:186	ADA			20q13.12	Adenosine deaminase family	P00813
HGNC:1839	ADA2	IDGFL, CECR1	ADGF	22q11.1	Adenosine deaminase family	Q9NZK5
HGNC:30713	ADAD1		Tenr	4q27	Adenosine deaminases acting on RNA	Q96M93
HGNC:44550	ADAD1P1			3p22.2		
HGNC:44552	ADAD1P2			18q21.1		
HGNC:30714	ADAD2		TENRL, FLJ00337	16q24.1	Adenosine deaminases acting on RNA	Q8NCV1
HGNC:31853	ADAL			15q15.3	Adenosine deaminase family	Q6DHV7
HGNC:187	ADAM1A	ADAM1	FTNAP, PH-30a, Ftna, ADAM1P	12q24.12-q24.13	ADAM metallopeptidase domain containing	
HGNC:44366	ADAM1B			12q24.13	ADAM metallopeptidase domain containing	
HGNC:198	ADAM2	FTNB	PH-30b, PH30, CT15	8p11.22	ADAM metallopeptidase domain containing	Q99965
HGNC:209	ADAM3A	CYRN1	ADAM3, tMDCI	8p11.22	ADAM metallopeptidase domain containing	
HGNC:210	ADAM3B	CYRN2		16q12.1	ADAM metallopeptidase domain containing	
HGNC:212	ADAM5	ADAM5P	tMDCII	8p11.22	ADAM metallopeptidase domain containing	Q6NVV9
HGNC:213	ADAM6	C14orf96	tMDCIV	14q32.33	ADAM metallopeptidase domain containing	
HGNC:214	ADAM7		GP-83, EAPI	8p21.2	ADAM metallopeptidase domain containing	Q9H2U9
HGNC:215	ADAM8		CD156, MS2, CD156a	10q26.3	ADAM metallopeptidase domain containing|CD molecules	P78325
HGNC:216	ADAM9	CORD9	MDC9, KIAA0021, MCMP, Mltng	8p11.22	ADAM metallopeptidase domain containing	Q13443
HGNC:188	ADAM10		kuz, MADM, HsT18717, CD156c	15q21.3	ADAM metallopeptidase domain containing|CD molecules	O14672
HGNC:189	ADAM11	MDC		17q21.31	ADAM metallopeptidase domain containing	O75078
HGNC:190	ADAM12		MCMPMltna, MLTN	10q26.2	ADAM metallopeptidase domain containing	O43184
HGNC:193	ADAM15		MDC15	1q21.3	ADAM metallopeptidase domain containing	Q13444
HGNC:195	ADAM17	TACE	cSVP, CD156B	2p25.1	ADAM metallopeptidase domain containing|CD molecules	P78536
HGNC:196	ADAM18		tMDCIII, ADAM27	8p11.22	ADAM metallopeptidase domain containing	Q9Y3Q7
HGNC:197	ADAM19		MLTNB	5q33.3	ADAM metallopeptidase domain containing	Q9H013
HGNC:199	ADAM20			14q24.2	ADAM metallopeptidase domain containing	O43506
HGNC:20102	ADAM20P1	C14orf55		14q24.2		
HGNC:43901	ADAM20P2			4q34.2		
HGNC:43902	ADAM20P3			4q35.2		
HGNC:200	ADAM21		ADAM31	14q24.2	ADAM metallopeptidase domain containing	Q9UKJ8
HGNC:19822	ADAM21P1	ADAM21P		14q24.2		
HGNC:201	ADAM22		MDC2	7q21.12	ADAM metallopeptidase domain containing	Q9P0K1
HGNC:202	ADAM23		MDC3	2q33.3	ADAM metallopeptidase domain containing	O75077
HGNC:203	ADAM24P			8p22	ADAM metallopeptidase domain containing	
HGNC:206	ADAM28		eMDCII, MDC-Lm, MDC-Ls, ADAM23	8p21.2	ADAM metallopeptidase domain containing	Q9UKQ2
HGNC:207	ADAM29		svph1, CT73	4q34.1	ADAM metallopeptidase domain containing	Q9UKF5
HGNC:208	ADAM30		svph4	1p12	ADAM metallopeptidase domain containing	Q9UKF2
HGNC:15479	ADAM32			8p11.22	ADAM metallopeptidase domain containing	Q8TC27
HGNC:15478	ADAM33	C20orf153	DKFZp434K0521, dJ964F7.1	20p13	ADAM metallopeptidase domain containing	Q9BZ11
HGNC:16299	ADAMDEC1		M12.219	8p21.2		O15204
HGNC:217	ADAMTS1		C3-C5, METH1, KIAA1346	21q21.3	ADAM metallopeptidases with thrombospondin type 1 motif	Q9UHI8
HGNC:218	ADAMTS2		ADAMTS-3, hPCPNI, PCINP, ADAM-TS2, NPI	5q35.3	ADAM metallopeptidases with thrombospondin type 1 motif	O95450
HGNC:219	ADAMTS3		KIAA0366, ADAMTS-4	4q13.3	ADAM metallopeptidases with thrombospondin type 1 motif	O15072
HGNC:220	ADAMTS4		KIAA0688, ADAMTS-2, ADMP-1	1q23.3	ADAM metallopeptidases with thrombospondin type 1 motif	O75173
HGNC:221	ADAMTS5		ADMP-2, ADAMTS11	21q21.3	ADAM metallopeptidases with thrombospondin type 1 motif	Q9UNA0
HGNC:222	ADAMTS6		ADAM-TS6	5q12.3	ADAM metallopeptidases with thrombospondin type 1 motif	Q9UKP5
HGNC:223	ADAMTS7		ADAM-TS7, DKFZp434H204	15q25.1	ADAM metallopeptidases with thrombospondin type 1 motif	Q9UKP4
HGNC:49407	ADAMTS7P1	ADAMTS7P2		15q25.2		
HGNC:49409	ADAMTS7P3			15q24.3		
HGNC:49410	ADAMTS7P4			15q25.3		
HGNC:224	ADAMTS8		METH2, FLJ41712, ADAM-TS8	11q24.3	ADAM metallopeptidases with thrombospondin type 1 motif	Q9UP79
HGNC:13202	ADAMTS9		KIAA1312	3p14.1	ADAM metallopeptidases with thrombospondin type 1 motif	Q9P2N4
HGNC:40625	ADAMTS9-AS1			3p14.1		
HGNC:42435	ADAMTS9-AS2			3p14.1		
HGNC:13201	ADAMTS10		ADAM-TS10	19p13.2	ADAM metallopeptidases with thrombospondin type 1 motif	Q9H324
HGNC:14605	ADAMTS12			5p13.3-p13.2	ADAM metallopeptidases with thrombospondin type 1 motif	P58397
HGNC:1366	ADAMTS13	C9orf8	VWFCP, TTP, vWF-CP, FLJ42993, MGC118899, MGC118900, DKFZp434C2322	9q34.2	ADAM metallopeptidases with thrombospondin type 1 motif	Q76LX8
HGNC:14899	ADAMTS14			10q22.1	ADAM metallopeptidases with thrombospondin type 1 motif	Q8WXS8
HGNC:16305	ADAMTS15			11q24.3	ADAM metallopeptidases with thrombospondin type 1 motif	Q8TE58
HGNC:17108	ADAMTS16		ADAMTS16s	5p15.32	ADAM metallopeptidases with thrombospondin type 1 motif	Q8TE57
HGNC:17109	ADAMTS17		FLJ32769, FLJ16363	15q26.3	ADAM metallopeptidases with thrombospondin type 1 motif	Q8TE56
HGNC:17110	ADAMTS18	ADAMTS21		16q23.1	ADAM metallopeptidases with thrombospondin type 1 motif	Q8TE60
HGNC:17111	ADAMTS19			5q23.3	ADAM metallopeptidases with thrombospondin type 1 motif	Q8TE59
HGNC:40797	ADAMTS19-AS1		RP11-346A9.1	5q23.3		
HGNC:17178	ADAMTS20		GON-1	12q12	ADAM metallopeptidases with thrombospondin type 1 motif	P59510
HGNC:14632	ADAMTSL1	C9orf94	ADAMTSR1, FLJ35283	9p22.2-p22.1	I-set domain containing|ADAMTS like	Q8N6G6
HGNC:14631	ADAMTSL2		KIAA0605	9q34.2	ADAMTS like	Q86TH1
HGNC:14633	ADAMTSL3		KIAA1233, punctin-2	15q25.2	I-set domain containing|Immunoglobulin like domain containing|ADAMTS like	P82987
HGNC:19706	ADAMTSL4	TSRC1	DKFZP434K1772	1q21.2	ADAMTS like	Q6UY14
HGNC:32041	ADAMTSL4-AS1	C1orf138	FLJ45786	1q21.2		Q5T5F5
HGNC:27912	ADAMTSL5	THSD6		19p13.3	ADAMTS like	Q6ZMM2
HGNC:16486	ADAP1	CENTA1	GCS1L	7p22.3	Pleckstrin homology domain containing|ArfGAPs	O75689
HGNC:16487	ADAP2	CENTA2		17q11.2	Pleckstrin homology domain containing|ArfGAPs	Q9NPF8
HGNC:225	ADAR	IFI4, G1P1	ADAR1	1q21.3	Adenosine deaminases acting on RNA	P55265
HGNC:226	ADARB1		ADAR2, DRADA2, ADAR2g, DRABA2, RED1, hRED1, ADAR2a-L1, ADAR2a-L2, ADAR2a-L3, ADAR2a, ADAR2b, ADAR2c, ADAR2d	21q22.3	Adenosine deaminases acting on RNA	P78563
HGNC:227	ADARB2		RED2, hRED2, ADAR3	10p15.3	Adenosine deaminases acting on RNA	Q9NS39
HGNC:23299	ADARB2-AS1	C10orf109, NCRNA00168	bA466B20.1	10p15.3		A8MUL3
HGNC:228	ADAT1			16q23.1	Adenosine deaminases acting on RNA	Q9BUB4
HGNC:21172	ADAT2	DEADC1	dJ20N2.1, TAD2	6q24.2	Adenosine deaminases acting on RNA	Q7Z6V5
HGNC:25151	ADAT3		TAD3	19p13.3	Adenosine deaminases acting on RNA	Q96EY9
HGNC:19038	ADCK1		FLJ39600	14q24.3		Q86TW2
HGNC:19039	ADCK2		MGC20727	7q34		Q7Z695
HGNC:21738	ADCK5		FLJ35454	8q24.3		Q3MIX3
HGNC:229	ADCP1			6		
HGNC:232	ADCY1	DFNB44	AC1	7p12.3	Adenylate cyclases|Deafness associated genes	Q08828
HGNC:233	ADCY2		HBAC2, KIAA1060, AC2	5p15.31	Adenylate cyclases	Q08462
HGNC:234	ADCY3		AC3	2p23.3	Adenylate cyclases	O60266
HGNC:235	ADCY4		AC4	14q12	Adenylate cyclases	Q8NFM4
HGNC:236	ADCY5		AC5	3q21.1	Adenylate cyclases	O95622
HGNC:237	ADCY6		AC6	12q13.12	Adenylate cyclases	O43306
HGNC:238	ADCY7		KIAA0037, AC7	16q12.1	Adenylate cyclases	P51828
HGNC:239	ADCY8	ADCY3	HBAC1, AC8	8q24.22	Adenylate cyclases	P40145
HGNC:240	ADCY9		AC9	16p13.3	Adenylate cyclases	O60503
HGNC:21285	ADCY10		SAC, Sacy, SACI, HCA2, RP1-313L4.2	1q24.2	Adenylate cyclases	Q96PN6
HGNC:44143	ADCY10P1			6p21.1		
HGNC:241	ADCYAP1		PACAP	18p11.32	Endogenous ligands	P18509
HGNC:242	ADCYAP1R1		PAC1, PACAPR, PAC1R	7p14.3	Vasoactive intestinal peptide receptor family	P41586
HGNC:243	ADD1			4p16.3		P35611
HGNC:244	ADD2		ADDB	2p13.3		P35612
HGNC:245	ADD3	ADDL		10q25.1-q25.2		Q9UEY8
HGNC:48682	ADD3-AS1			10q25.1		
HGNC:247	ADFN			Xq26.3-q27.1		
HGNC:21212	ADGB	C6orf103	FLJ23121, dJ408K24.1, CAPN16	6q24.3	Calpains	Q8N7X0
HGNC:13838	ADGRA1	GPR123	KIAA1828	10q26.3	Adhesion G protein-coupled receptors, subfamily A	Q86SQ6
HGNC:49543	ADGRA1-AS1	GPR123-AS1		10q26.3		
HGNC:17849	ADGRA2	GPR124	TEM5, DKFZp434C211, DKFZp434J0911, KIAA1531, FLJ14390	8p11.23	Immunoglobulin like domain containing|Adhesion G protein-coupled receptors, subfamily A	Q96PE1
HGNC:13839	ADGRA3	GPR125	FLJ38547, PGR21	4p15.2	I-set domain containing|Adhesion G protein-coupled receptors, subfamily A	Q8IWK6
HGNC:943	ADGRB1	BAI1		8q24.3	Adhesion G protein-coupled receptors, subfamily B	O14514
HGNC:944	ADGRB2	BAI2		1p35.2	Adhesion G protein-coupled receptors, subfamily B	O60241
HGNC:945	ADGRB3	BAI3	KIAA0550	6q12-q13	Adhesion G protein-coupled receptors, subfamily B	O60242
HGNC:19893	ADGRD1	GPR133	DKFZp434B1272, PGR25	12q24.33	Adhesion G protein-coupled receptors, subfamily D	Q6QNK2
HGNC:18651	ADGRD2	GPR144	PGR24	9q33.3	Adhesion G protein-coupled receptors, subfamily D	Q7Z7M1
HGNC:3336	ADGRE1	TM7LN3, EMR1		19p13.3-p13.2	Adhesion G protein-coupled receptors, subfamily E	Q14246
HGNC:3337	ADGRE2	EMR2	CD312	19p13.12	CD molecules|Adhesion G protein-coupled receptors, subfamily E	Q9UHX3
HGNC:23647	ADGRE3	EMR3		19p13.12	Adhesion G protein-coupled receptors, subfamily E	Q9BY15
HGNC:19240	ADGRE4P	GPR127, EMR4, EMR4P	PGR16	19p13.2	Adhesion G protein-coupled receptors, subfamily E	Q86SQ3
HGNC:1711	ADGRE5	CD97	TM7LN1	19p13.12	CD molecules|Adhesion G protein-coupled receptors, subfamily E	P48960
HGNC:18990	ADGRF1	GPR110	hGPCR36, PGR19	6p12.3	Adhesion G protein-coupled receptors, subfamily F	Q5T601
HGNC:18991	ADGRF2	GPR111	hGPCR35, PGR20	6p12.3	Adhesion G protein-coupled receptors, subfamily F	Q8IZF7
HGNC:18989	ADGRF3	GPR113	hGPCR37, PGR23	2p23.3	Adhesion G protein-coupled receptors, subfamily F	Q8IZF5
HGNC:19011	ADGRF4	GPR115	FLJ38076, PGR18	6p12.3	Adhesion G protein-coupled receptors, subfamily F	Q8IZF3
HGNC:19030	ADGRF5	GPR116	DKFZp564O1923, KIAA0758	6p12.3	I-set domain containing|Immunoglobulin like domain containing|Adhesion G protein-coupled receptors, subfamily F	Q8IZF2
HGNC:32922	ADGRF5P1	GPR116P1		9q13		
HGNC:32921	ADGRF5P2	GPR116P2		9p11.1		
HGNC:4512	ADGRG1	GPR56	TM7LN4, TM7XN1	16q21	Adhesion G protein-coupled receptors, subfamily G	Q9Y653
HGNC:4516	ADGRG2	GPR64	HE6, TM7LN2, EDDM6	Xp22.13	Adhesion G protein-coupled receptors, subfamily G	Q8IZP9
HGNC:13728	ADGRG3	GPR97	Pb99, PGR26	16q21	Adhesion G protein-coupled receptors, subfamily G	Q86Y34
HGNC:18992	ADGRG4	GPR112	RP1-299I16, PGR17	Xq26.3	Adhesion G protein-coupled receptors, subfamily G	Q8IZF6
HGNC:19010	ADGRG5	GPR114	PGR27	16q21	Adhesion G protein-coupled receptors, subfamily G	Q8IZF4
HGNC:13841	ADGRG6	GPR126	FLJ14937	6q24.2	Adhesion G protein-coupled receptors, subfamily G	Q86SQ4
HGNC:19241	ADGRG7	GPR128	FLJ14454	3q12.2	Adhesion G protein-coupled receptors, subfamily G	Q96K78
HGNC:20973	ADGRL1	LPHN1	KIAA0821, CIRL1, LEC2	19p13.12	Adhesion G protein-coupled receptors, subfamily L	O94910
HGNC:18582	ADGRL2	LPHH1, LPHN2	KIAA0786, LEC1	1p31.1	Adhesion G protein-coupled receptors, subfamily L	O95490
HGNC:20974	ADGRL3	LPHN3	KIAA0768, LEC3	4q13.1	Adhesion G protein-coupled receptors, subfamily L	Q9HAR2
HGNC:50604	ADGRL3-AS1	LPHN3-AS1		4q13.1		
HGNC:20822	ADGRL4	ELTD1	ETL	1p31.1	Adhesion G protein-coupled receptors, subfamily L	Q9HBW9
HGNC:17416	ADGRV1	USH2C, MASS1, GPR98	DKFZp761P0710, KIAA0686, FEB4, VLGR1	5q14.3	USH2 complex |Adhesion G protein-coupled receptors, subfamily V	Q8WXG9
HGNC:249	ADH1A	ADH1		4q23	Alcohol dehydrogenases	P07327
HGNC:250	ADH1B	ADH2		4q23	Alcohol dehydrogenases	P00325
HGNC:251	ADH1C	ADH3		4q23	Alcohol dehydrogenases	P00326
HGNC:252	ADH4		ADH-2	4q23	Alcohol dehydrogenases	P08319
HGNC:253	ADH5	FDH	ADH-3, ADHX, GSNOR	4q23	Alcohol dehydrogenases	P11766
HGNC:22976	ADH5P2			1p31.1		
HGNC:22991	ADH5P3			1q43		
HGNC:21377	ADH5P4	ADH5B	bA707M13.2	6q12		
HGNC:255	ADH6		ADH-5	4q23	Alcohol dehydrogenases	P28332
HGNC:256	ADH7		ADH-4	4q23	Alcohol dehydrogenases	P40394
HGNC:16354	ADHFE1		ADHFe1, FLJ32430	8q13.1	Alcohol dehydrogenases	Q8IWW8
HGNC:30576	ADI1		SIPL, MTCBP-1, ARD, APL1, FLJ10913, HMFT1638, mtnD	2p25.3		Q9BV57
HGNC:52339	ADI1P1			20q12		
HGNC:52340	ADI1P2			8q22.3		
HGNC:52341	ADI1P3			12q13.11		
HGNC:28606	ADIG		MGC39724, SMAF1, RP5-1100H13.2	20q11.23		Q0VDE8
HGNC:13633	ADIPOQ	ACDC	ACRP30, AdipoQ, apM1, GBP28, adiponectin	3q27.3	C1q and TNF related |Endogenous ligands	Q15848
HGNC:40648	ADIPOQ-AS1			3q27.3		
HGNC:24040	ADIPOR1		PAQR1, ACDCR1	1q32.1	Adiponectin receptors|Progestin and adipoQ receptor family	Q96A54
HGNC:44910	ADIPOR1P1			10p12.31		
HGNC:44911	ADIPOR1P2			14q32.13		
HGNC:24041	ADIPOR2		PAQR2, ACDCR2	12p13.33	Adiponectin receptors|Progestin and adipoQ receptor family	Q86V24
HGNC:24043	ADIRF	C10orf116	APM2, AFRO	10q23.2		Q15847
HGNC:45127	ADIRF-AS1			10q23.2		
HGNC:257	ADK		AK	10q22.2		P55263
HGNC:259	ADM		AM	11p15.4	Endogenous ligands	P35318
HGNC:28898	ADM2		AM2, FLJ21135	22q13.33	Endogenous ligands	Q7Z4H4
HGNC:27293	ADM5	C19orf76	AM5	19q13.33		C9JUS6
HGNC:15766	ADNP		KIAA0784, ADNP1	20q13.13	ZF class homeoboxes and pseudogenes	Q9H2P0
HGNC:51227	ADNP-AS1			20q13.13		
HGNC:23803	ADNP2	ZNF508	KIAA0863	18q23	ZF class homeoboxes and pseudogenes|Zinc fingers C2H2-type	Q6IQ32
HGNC:23506	ADO	C10orf22	FLJ14547	10q21.3		Q96SZ5
HGNC:262	ADORA1		RDC7	1q32.1	Adenosine receptors	P30542
HGNC:263	ADORA2A	ADORA2	RDC8	22q11.23	Adenosine receptors	P29274
HGNC:37122	ADORA2A-AS1	C22orf45	FLJ34651	22q11.23		P86434
HGNC:264	ADORA2B			17p12	Adenosine receptors	P29275
HGNC:265	ADORA2BP1	ADORA2BP		1q32.2		
HGNC:268	ADORA3		AD026	1p13.2	Adenosine receptors|V-set domain containing	P0DMS8
HGNC:25250	ADPGK		DKFZp434B195, ADP-GK	15q24.1		Q9BRR6
HGNC:44144	ADPGK-AS1			15q24.1		
HGNC:269	ADPRH		ARH1	3q13.33		P54922
HGNC:21303	ADPRHL1		ARH2	13q34		Q8NDY3
HGNC:21304	ADPRHL2		ARH3, FLJ20446	1p34.3		Q9NX46
HGNC:30925	ADPRM	C17orf48	MDS006	17p13.1		Q3LIE5
HGNC:277	ADRA1A	ADRA1C	ADRA1L1	8p21.2	Adrenoceptors	P35348
HGNC:278	ADRA1B			5q33.3	Adrenoceptors	P35368
HGNC:280	ADRA1D		ADRA1R, ADRA1A, ADRA1	20p13	Adrenoceptors	P25100
HGNC:281	ADRA2A	ADRA2, ADRA2R	ADRAR	10q25.2	Adrenoceptors	P08913
HGNC:282	ADRA2B	ADRA2L1, ADRA2RL1	ADRARL1	2q11.2	Adrenoceptors	P18089
HGNC:283	ADRA2C	ADRA2L2, ADRA2RL2	ADRARL2	4p16.3	Adrenoceptors	P18825
HGNC:285	ADRB1	ADRB1R		10q25.3	Adrenoceptors	P08588
HGNC:286	ADRB2	ADRB2R	ADRBR, BAR, B2AR	5q32	Adrenoceptors	P07550
HGNC:288	ADRB3			8p11.23	Adrenoceptors	P13945
HGNC:15759	ADRM1		GP110, Rpn13, ARM1	20q13.33		Q16186
HGNC:291	ADSL			22q13.1		P30566
HGNC:292	ADSS			1q44		P30520
HGNC:20093	ADSSL1		FLJ38602	14q32.33		Q8N142
HGNC:21214	ADTRP	C6orf105	dJ413H6.1, AIG1L	6p24.1		Q96IZ2
HGNC:303	AEBP1		ACLP	7p13		Q8IUX7
HGNC:24051	AEBP2		MGC17922	12p12.3		Q6ZN18
HGNC:25722	AEN	ISG20L1	FLJ12484, FLJ12562	15q26.1	Exonucleases	Q8WTP8
HGNC:307	AES		GRG5, TLE5	19p13.3		Q08117
HGNC:309	AF8T			3		
HGNC:310	AFA			reserved		
HGNC:24017	AFAP1		AFAP-110, AFAP	4p16.1	Pleckstrin homology domain containing	Q8N556
HGNC:28141	AFAP1-AS1	AFAP1AS, AFAP1-AS	MGC10981	4p16.1	Long non-coding RNAs	
HGNC:26714	AFAP1L1		FLJ36748	5q32	Pleckstrin homology domain containing	Q8TED9
HGNC:25901	AFAP1L2	KIAA1914	FLJ14564, Em:AC005383.4, XB130	10q25.3	Pleckstrin homology domain containing	Q8N4X5
HGNC:312	AFD1			9q32		
HGNC:7137	AFDN	MLLT4	AF-6, AF6	6q27	PDZ domain containing	P55196
HGNC:21236	AFDN-AS1	C6orf124, MLLT4-AS1	HGC6.4, dJ431P23.3	6q27		Q9Y6Z5
HGNC:7135	AFF1	PBM1, MLLT2	AF-4, AF4	4q21.3-q22.1	AF4/FMR2 family|Super elongation complex	P51825
HGNC:3776	AFF2	FMR2	FRAXE	Xq28	AF4/FMR2 family|Super elongation complex	P51816
HGNC:41334	AFF2-IT1			Xq28		
HGNC:6473	AFF3	LAF4	MLLT2-like	2q11.2	AF4/FMR2 family|Super elongation complex	P51826
HGNC:17869	AFF4		AF5Q31, MCEF	5q31.1	AF4/FMR2 family|Super elongation complex	Q9UHB7
HGNC:314	AFG3L1P	AFG3, AFG3L1		16q24.3	AAA ATPases	
HGNC:315	AFG3L2	SCA28	SPAX5	18p11.21	AAA ATPases	Q9Y4W6
HGNC:24169	AFG3L2P1	AFG3L2P		8p11.1		
HGNC:316	AFM		ALB2, ALBA	4q13.3		P43652
HGNC:20910	AFMID		DKFZp686F03259, KF	17q25.3		Q63HM1
HGNC:317	AFP	HPAFP	FETA	4q13.3		P02771
HGNC:25951	AFTPH		MGC33965, FLJ20080, FLJ23793, Nbla10388	2p14		Q6ULP2
HGNC:318	AGA		ASRG	4q34.3		P20933
HGNC:16922	AGAP1	CENTG2	KIAA1099, GGAP1	2q37.2	Ankyrin repeat domain containing|Pleckstrin homology domain containing|ArfGAPs|BAR-PH domain containing	Q9UPQ3
HGNC:41427	AGAP1-IT1			2q37.2		
HGNC:16921	AGAP2	CENTG1		12q14.1	Ankyrin repeat domain containing|Pleckstrin homology domain containing|ArfGAPs|BAR-PH domain containing	Q99490
HGNC:48633	AGAP2-AS1		LOC100130776, PUNISHER	12q14.1		
HGNC:16923	AGAP3	CENTG3		7q36.1	Ankyrin repeat domain containing|Pleckstrin homology domain containing|ArfGAPs|BAR-PH domain containing	Q96P47
HGNC:23459	AGAP4	CTGLF1, AGAP8, CTGLF5	Em:AC012044.1, MRIP2	10q11.22	Ankyrin repeat domain containing|Pleckstrin homology domain containing|ArfGAPs|BAR-PH domain containing	Q96P64
HGNC:23467	AGAP5	CTGLF2	Em:AC073389.1	10q22.2	Ankyrin repeat domain containing|Pleckstrin homology domain containing|ArfGAPs|BAR-PH domain containing	A6NIR3
HGNC:23466	AGAP6	CTGLF3	bA324H6.1	10q11.23	Ankyrin repeat domain containing|Pleckstrin homology domain containing|ArfGAPs|BAR-PH domain containing	Q5VW22
HGNC:23465	AGAP7P	CTGLF4, AGAP7	bA109G10.1	10q11.22	Ankyrin repeat domain containing|Pleckstrin homology domain containing|ArfGAPs	Q5VUJ5
HGNC:23463	AGAP9	CTGLF6	bA301J7.2, FLJ00312	10q11.22	Ankyrin repeat domain containing|Pleckstrin homology domain containing|ArfGAPs|BAR-PH domain containing	Q5VTM2
HGNC:23659	AGAP10P	AGAP10, CTGLF7, CTGLF10P	bA358L16.1, bA144G6.2	10q11.22	ArfGAPs	
HGNC:29421	AGAP11		KIAA1975	10q23.2	Ankyrin repeat domain containing|ArfGAPs|BAR-PH domain containing	Q8TF27
HGNC:23661	AGAP12P	CTGLF12P	bA164N7.2	10q11.22	ArfGAPs	
HGNC:23499	AGAP13P	CTGLF9P	bA548K23.1	10q11.22	ArfGAPs	
HGNC:23660	AGAP14	CTGLF11P, AGAP14P	bA145E20.1	10q11.22	ArfGAPs	A8MT82
HGNC:26504	AGBL1		FLJ32310, CCP4	15q25.3		Q96MI9
HGNC:48617	AGBL1-AS1			15q25.3		
HGNC:26296	AGBL2		FLJ23598, CCP2	11p11.2		Q5U5Z8
HGNC:27981	AGBL3		MGC32955, CCP3	7q33		Q8NEM8
HGNC:25892	AGBL4		FLJ14442, CCP6	1p33		Q5VU57
HGNC:41482	AGBL4-IT1			1p33		
HGNC:26147	AGBL5		FLJ21839, CCP5	2p23.3		Q8NDL9
HGNC:41133	AGBL5-AS1			2p23.3		
HGNC:41484	AGBL5-IT1			2p23.3		
HGNC:320	AGER		RAGE, SCARJ1	6p21.32	C2-set domain containing|Immunoglobulin like domain containing|Scavenger receptors	Q15109
HGNC:5175	AGFG1	HRB	RIP, RAB	2q36.3	ArfGAPs	P52594
HGNC:5177	AGFG2	HRBL	RABR	7q22.1	ArfGAPs	O95081
HGNC:24684	AGGF1		VG5Q, HSU84971, FLJ10283, GPATC7, GPATCH7	5q13.3	G-patch domain containing	Q8N302
HGNC:38051	AGGF1P1			4q35.2		
HGNC:38052	AGGF1P2			10q26.3		
HGNC:38053	AGGF1P3			3p12.3		
HGNC:38054	AGGF1P4			16p11.1		
HGNC:51741	AGGF1P5			16p11.1		
HGNC:51744	AGGF1P6			16p11.1		
HGNC:51740	AGGF1P7			16p11.1		
HGNC:51745	AGGF1P8			16p11.2		
HGNC:51746	AGGF1P9			16p11.1		
HGNC:51747	AGGF1P10			20q11.1		
HGNC:21869	AGK	MULK	FLJ10842	7q34		Q53H12
HGNC:37661	AGKP1		AGKY1	Yq11.221		
HGNC:321	AGL			1p21.2		P35573
HGNC:18407	AGMAT		FLJ23384	1p36.21		Q9BSE5
HGNC:33784	AGMO	TMEM195	FLJ16237	7p21.2	Fatty acid hydroxylase domain containing	Q6ZNB7
HGNC:323	AGMX2			Xp22		
HGNC:3262	AGO1	EIF2C1	hAGO1	1p34.3	Argonaute/PIWI family	Q9UL18
HGNC:3263	AGO2	EIF2C2, CASC7	hAGO2, Q10, LINC00980	8q24.3	Argonaute/PIWI family	Q9UKV8
HGNC:18421	AGO3	EIF2C3	hAGO3, FLJ12765	1p34.3	Argonaute/PIWI family	Q9H9G7
HGNC:18424	AGO4	EIF2C4	hAGO4, KIAA1567, FLJ20033	1p34.3	Argonaute/PIWI family	Q9HCK5
